Product_Names,Original_price,Discounted_price,Description,Ratings,Image_links,Color,Ram,brand
Kechaoda A26,"1,449",975,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) FWVGA Display800 mAh Battery1 Year Company Warranty,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/r/k/galaxy-s22-5g-sm-s901elvdins-samsung-original-imaghrbah5xz5buu.jpeg?q=70,Black,0,Kechaoda
Kechaoda K115,"17,999","1,090",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery6 Months,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/3/-original-imaggsuddwubypxp.jpeg?q=70,Black,0,Kechaoda
"POCO X5 Pro 5G (Horizon Blue, 128 GB)","15,999","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/q/e/g13-pawv0027in-motorola-original-imagz4rb7zgfjejf.jpeg?q=70,Blue, 128 GB,POCO
"POCO X5 Pro 5G (Astral Black, 128 GB)","28,999","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/o/c/-original-imagtnqjmfqxxbj2.jpeg?q=70,Black, 128 GB,POCO
Kechaoda K115,"20,999","1,090",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery6 Months,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/x/0/-original-imagtnqjjfgxzpz4.jpeg?q=70,Black,0,Kechaoda
Kechaoda K115,999,"1,090",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery6 Months,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/f/s/a2-mobzc1pin-redmi-original-imagpuzhqhbphcg2.jpeg?q=70,Black,0,Kechaoda
"POCO X5 Pro 5G (Yellow, 256 GB)","23,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/k/x/-original-imagtrrqkxprtd4n.jpeg?q=70,Yellow, 256 GB,POCO
"POCO X5 5G (Jaguar Black, 256 GB)","28,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70,Black, 256 GB,POCO
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"20,999",897,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0MP Front Camera1000 mAh Lithium Ion BatterySpreadtrum Processor12+1 Month Warranty on Device and 6 Months on Accessories Including Battery,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/k/9/magicx-pro-mx-pro-itel-original-imagnybzczgpjskx.jpeg?q=70,Black,0,itel
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"8,999",898,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0MP Front Camera1000 mAh Lithium Ion BatterySpreadtrum Processor12 Month Warranty on Device and 6 Months on Accessories Including Battery,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/n/r/narzo-n53-rmx3761-realme-original-imagpygzxcuysz9k.jpeg?q=70,Black,0,itel
"POCO M2 Pro (Green and Greener, 64 GB)","21,999","10,990","6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/m/p/narzo-n53-rmx3761-realme-original-imagpygt4ywjecxk.jpeg?q=70,Green, 64 GB,POCO
"vivo Y16 (Steller Black, 64 GB)","21,999","10,487",4 GB RAM | 64 GB ROM16.54 cm (6.51 inch) Display13MP Rear Camera5000 mAh Battery1 Year of Device & 6 Months for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/x/y/a/k112-k112-kechaoda-original-imag4zynzw7efpk6.jpeg?q=70,Black, 64 GB,vivo
"POCO X5 Pro 5G (Astral Black, 256 GB)","21,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/p/s/12c-22120rn86i-redmi-original-imagzeuq7hkfxefh.jpeg?q=70,Black, 256 GB,POCO
"POCO X5 5G (Jaguar Black, 128 GB)","23,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/c/5/-original-imagmefcgvntdtha.jpeg?q=70,Black, 128 GB,POCO
GFive U873,"23,999",699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer warranty.,3.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/o/c/-original-imagtnqjmfqxxbj2.jpeg?q=70,Black,0,GFive
"REDMI Note 12 5G (Sunrise Gold, 256 GB)","59,900","18,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/j/q/a79-5g-cph2553-oppo-original-imagunxqjdr5wtfn.jpeg?q=70,Gold, 256 GB,REDMI
"OPPO A78 5G (Glowing Black, 128 GB)","13,999","18,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Battery6833 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/0/-original-imagnqpnhtwr8chu.jpeg?q=70,Black, 128 GB,OPPO
"POCO X5 5G (Wildcat Blue, 256 GB)","28,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/z/x/105-ta-1575ss-nokia-original-imagpydwz6dhzfzm.jpeg?q=70,Blue, 256 GB,POCO
"APPLE iPhone 13 (Midnight, 128 GB)","23,999","51,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.7,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/f/k/-original-imagg34whmtp6p5s.jpeg?q=70,Midnight, 128 GB,APPLE
"MOTOROLA Edge 30 Fusion (Viva Magenta, 128 GB)","1,599","34,999",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP + 2MP | 32MP Front Camera4400 mAh Lithium BatteryQualcomm Snapdragon 888 + Processor1 Year on Handset and 6 Months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/k2w6xe80/mobile/e/b/n/kechaoda-a26-a26-original-imafm57vj5spyz2s.jpeg?q=70,Magenta, 128 GB,MOTOROLA
"POCO X5 Pro 5G (Horizon Blue, 128 GB)","1,599","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/k/n/12-5g-23076rn4bi-redmi-original-imags9t5xhmcpfbp.jpeg?q=70,Blue, 128 GB,POCO
"Google Pixel 7 Pro (Obsidian, 128 GB)","20,999","63,999",12 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 48MP + 12MP | 10.8MP Front Camera4926 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,Obsidian, 128 GB,Google
"realme Narzo N53 (Feather Gold, 128 GB)","1,799","12,198",8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year on Handset and 6 Months on Accessories,3.9,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/d/h/q/kechaoda-a27-a27-original-imafhyqjygtxaqk2.jpeg?q=70,Gold, 128 GB,realme
"realme Narzo N53 (Feather Black, 128 GB)","1,599","12,198",8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year on Handset and 6 Months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/kd69z0w0/mobile/g/c/y/kechaoda-k115-k115-original-imafu5a9j8fhzzpc.jpeg?q=70,Black, 128 GB,realme
Micromax J22,"35,499","1,385",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display1000 mAh Battery1 Year Manufacturer warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70,Black,0,Micromax
"POCO X5 5G (Jaguar Black, 256 GB)","23,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,https://rukminim2.flixcart.com/image/312/312/k5wse4w0/mobile/6/5/8/kechaoda-k115-k115-original-imafzhxqhkexxt7b.jpeg?q=70,Black, 256 GB,POCO
Micromax J22,"23,999","1,192",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display1000 mAh Battery1 Year Manufacturer warranty,4.3,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/s/y/z/kechaoda-a27-a27-original-imafhyqjukxzendy.jpeg?q=70,Black,0,Micromax
MOTOROLA Moto A10E,"11,999","1,349",4 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display800 mAh Battery2 Years Domestic Replacement Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/k/v/nord-ce3-5g-nord-ce3-5g-oneplus-original-imags44nffzykjsw.jpeg?q=70,Black,0,MOTOROLA
"POCO X5 Pro 5G (Astral Black, 256 GB)","22,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,3.8,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/6/1/nord-ce3-5g-nord-ce3-5g-oneplus-original-imags44dzvsqjkw6.jpeg?q=70,Black, 256 GB,POCO
KARBONN KX 29,"28,999","1,508",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/q/q/-original-imagnqpnkkzmgv7h.jpeg?q=70,Black,0,KARBONN
LAVA A3 VIBE,"18,999","1,298",32 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera | 0.3MP Front Camera1750 mAh Battery1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/k/v/nord-ce3-5g-nord-ce3-5g-oneplus-original-imags44nffzykjsw.jpeg?q=70,Black,0,LAVA
"SAMSUNG Galaxy A34 5G (Awesome Lime, 128 GB)","1,399","30,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories",4.2,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/a/d/k/kechaoda-a26-a26-original-imafhyqgwhf7cwdy.jpeg?q=70,Lime, 128 GB,SAMSUNG
SAMSUNG Guru Music 2,"22,999","2,149",NA ROM5.08 cm (2 inch) QVGA Display800 mAh Battery1 Year Manufacturer Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Lime,0,SAMSUNG
"POCO X5 5G (Wildcat Blue, 256 GB)","23,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/l/g/-original-imagmefctrqmqjrp.jpeg?q=70,Blue, 256 GB,POCO
"SAMSUNG Galaxy M04 (Dark Blue, 64 GB)","28,999","7,125",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio P35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/n/p/-original-imagugptgsfbxauz.jpeg?q=70,Blue, 64 GB,SAMSUNG
"SAMSUNG Galaxy A14 5G (Black, 128 GB)","39,499","19,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatterySEC S5E8535 (Exynos 1330) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/j/o/-original-imaghkvue4yjecju.jpeg?q=70,Black, 128 GB,SAMSUNG
"vivo V27 5G (Magic Blue, 128 GB)","1,999","32,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/kd69z0w0/mobile/g/c/y/kechaoda-k115-k115-original-imafu5a9j8fhzzpc.jpeg?q=70,Blue, 128 GB,vivo
"POCO X5 5G (Jaguar Black, 256 GB)","15,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/0/-original-imagnqpnhtwr8chu.jpeg?q=70,Black, 256 GB,POCO
"POCO X5 Pro 5G (Astral Black, 256 GB)","20,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/l/-original-imagnqpndcmxghyq.jpeg?q=70,Black, 256 GB,POCO
"MOTOROLA e13 (Aurora Green, 64 GB)","25,999","5,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/b/b/spark-go-2023-bf7-tecno-original-imagzfyazh9av4vm.jpeg?q=70,Green, 64 GB,MOTOROLA
"REDMI 12C (Matte Black, 64 GB)","1,899","7,594",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1Year For Handset And 6 Month For Accessories.,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/p/m/11-prime-mzb0cepin-redmi-original-imagzqvrhmzjeedx.jpeg?q=70,Black, 64 GB,REDMI
GFive U707,"23,999",699,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,3.9,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/q/q/-original-imagnqpnkkzmgv7h.jpeg?q=70,Blue,0,GFive
"SAMSUNG Galaxy A34 5G (Awesome Graphite, 256 GB)","84,999","32,999","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories",4.1,https://rukminim2.flixcart.com/image/312/312/kg8avm80/mobile/q/8/f/apple-iphone-12-dummyapplefsn-original-imafwg8dbzv8vh7t.jpeg?q=70,Graphite, 256 GB,SAMSUNG
Kechaoda K66 The Music House 4,"1,999","1,190",32 MB RAM | 64 MB ROM4.57 cm (1.8 inch) Quarter QVGA Display1.3MP Rear Camera400 mAh Battery1 Year Brand Service Center Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/m/p/narzo-n53-rmx3761-realme-original-imagpygt4ywjecxk.jpeg?q=70,Graphite,0,Kechaoda
"POCO M5 (Power Black, 64 GB)","49,999","8,499","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G99 Processor1 Year for Handset, 6 Months for Accessories",4.3,https://rukminim2.flixcart.com/image/312/312/jyq5oy80/mobile/d/7/y/kechaoda-a27-a27-original-imafhyqjdsb3afzg.jpeg?q=70,Black, 64 GB,POCO
"POCO X5 Pro 5G (Astral Black, 128 GB)","20,999","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,3.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/l/-original-imagnqpndcmxghyq.jpeg?q=70,Black, 128 GB,POCO
Micromax X379+,"25,999",993,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh BatteryOne year Manufactured warranty,4.2,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/b/4/q/kechaoda-a27-a27-original-imafhyqjvpuew5jq.jpeg?q=70,Black,0,Micromax
GFive U707,"2,499",699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer warranty.,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/m/b/-original-imagrdefbw6bhbjr.jpeg?q=70,Black,0,GFive
"POCO X5 5G (Wildcat Blue, 256 GB)","23,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3.9,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Blue, 256 GB,POCO
"Google Pixel 7 Pro (Obsidian, 128 GB)","20,999","63,999",12 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 48MP + 12MP | 10.8MP Front Camera4926 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/s/b/-original-imagrdefh2xgenzz.jpeg?q=70,Obsidian, 128 GB,Google
Kechaoda K66 The Music House 4,"18,999","1,190",32 MB RAM | 64 MB ROM4.57 cm (1.8 inch) Quarter QVGA Display1.3MP Rear Camera400 mAh Battery1 Year Brand Service Center Warranty,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/c/5/-original-imagmefcgvntdtha.jpeg?q=70,Obsidian,0,Kechaoda
"MOTOROLA Edge 30 Fusion (Viva Magenta, 128 GB)","1,599","34,999",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP + 2MP | 32MP Front Camera4400 mAh Lithium BatteryQualcomm Snapdragon 888 + Processor1 Year on Handset and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/p/s/-original-imaggsuemmztbghp.jpeg?q=70,Magenta, 128 GB,MOTOROLA
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","1,599","21,948",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/g/q/-original-imaggsueh4b26fj7.jpeg?q=70,Gray, 256 GB,OnePlus
Micromax J22,"36,999","1,385",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display1000 mAh Battery1 Year Manufacturer warranty,3.9,https://rukminim2.flixcart.com/image/312/312/jseyoi80/mobile/3/r/p/kechaoda-a26-a26-original-imafdzm2sm6t6qvm.jpeg?q=70,Blue,0,Micromax
Micromax J22,"9,999","1,192",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display1000 mAh Battery1 Year Manufacturer warranty,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/b/r/a26-a26-kechaoda-original-imagtynxzpe2sznf.jpeg?q=70,Blue,0,Micromax
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"11,999","2,116",64 MB RAM | 128 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery2 Years Manufacturer Warranty on Device and 6 Months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/0/-original-imagnqpnhtwr8chu.jpeg?q=70,Blue,0,itel
"POCO X5 Pro 5G (Horizon Blue, 256 GB)","23,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/m/y/s2-pro-s2-pro-i-kall-original-imagt2gfaken3mfv.jpeg?q=70,Blue, 256 GB,POCO
"itel it5027 6.1cm Screen,1200mAh Battery Wireless FM Radio with Recording,KingVoice","23,999","1,149",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) NA Display0.3MP + 0MP | 0MP Front Camera1200 mAh BatteryNA Processor12+1 Months Warranty for device 6 months for accessories 111 Days Replacement,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/n/r/narzo-n53-rmx3761-realme-original-imagpygzxcuysz9k.jpeg?q=70,Blue,0,itel
"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","1,749","11,990",4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/a/d/k/kechaoda-a26-a26-original-imafhyqgwhf7cwdy.jpeg?q=70,Silver, 128 GB,SAMSUNG
"POCO X5 Pro 5G (Horizon Blue, 128 GB)","1,499","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/jyq5oy80/mobile/j/x/g/kechaoda-k115-k115-original-imafgty63znn4r9k.jpeg?q=70,Blue, 128 GB,POCO
"vivo V27 5G (Magic Blue, 128 GB)","25,999","32,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,Blue, 128 GB,vivo
"Tecno Spark Go 2023 6.56 HD+Display 13MP Dual Camera (Orange, 64 GB)","9,999","6,997",4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 Months on Phone & 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/k/m/v/kechaoda-k115-k115-original-imafgrt4cpkmdsgk.jpeg?q=70,Orange, 64 GB,Tecno
